id,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
384750,26-39,female,majority,10-19y,none,poverty,0.251920626,TRUE,before 2015,FALSE,FALSE,10238,16000,sedan,1,0,1,TRUE
702990,65+,male,majority,0-9y,university,upper class,0.628789675,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,0,0,0,TRUE
37612,16-25,female,majority,0-9y,high school,middle class,,TRUE,after 2015,TRUE,TRUE,32765,13000,sedan,0,0,0,TRUE
460039,16-25,male,majority,0-9y,none,poverty,0.347469738,TRUE,before 2015,TRUE,TRUE,10238,9000,sedan,0,0,0,TRUE
967818,65+,male,majority,20-29y,university,upper class,0.644362616,TRUE,before 2015,FALSE,TRUE,10238,15000,sedan,2,0,2,FALSE
747358,40-64,male,minority,10-19y,university,upper class,0.591852382,TRUE,after 2015,TRUE,FALSE,10238,13000,sedan,0,0,2,FALSE
893038,40-64,female,majority,0-9y,high school,upper class,0.599965037,TRUE,after 2015,FALSE,FALSE,10238,14000,sedan,0,0,0,FALSE
191998,26-39,male,minority,10-19y,high school,middle class,,TRUE,before 2015,FALSE,TRUE,10238,,sedan,2,0,2,FALSE
187211,65+,female,majority,30y+,high school,working class,0.575487152,TRUE,before 2015,FALSE,TRUE,10238,15000,sedan,1,0,0,FALSE
721133,16-25,male,majority,0-9y,high school,poverty,0.270295439,FALSE,before 2015,FALSE,TRUE,32765,7000,sedan,0,0,0,TRUE
233586,40-64,male,majority,20-29y,high school,poverty,0.227390576,TRUE,before 2015,TRUE,TRUE,92101,7000,sedan,1,0,1,FALSE
721087,40-64,female,majority,10-19y,high school,middle class,0.545935771,TRUE,before 2015,FALSE,TRUE,10238,11000,sedan,0,0,0,FALSE
8464,65+,male,majority,10-19y,university,upper class,,TRUE,after 2015,TRUE,TRUE,10238,,sedan,3,0,2,FALSE
881654,16-25,female,majority,0-9y,university,poverty,0.393455742,TRUE,before 2015,FALSE,FALSE,32765,16000,sedan,0,0,0,FALSE
118275,16-25,female,majority,0-9y,high school,poverty,0.292949328,FALSE,before 2015,FALSE,TRUE,32765,10000,sedan,0,0,0,TRUE
45171,40-64,female,minority,10-19y,university,upper class,0.586116728,FALSE,before 2015,FALSE,TRUE,92101,10000,sedan,1,0,0,FALSE
777163,40-64,female,majority,0-9y,high school,upper class,0.58906678,TRUE,before 2015,TRUE,TRUE,32765,11000,sedan,0,0,0,FALSE
192271,40-64,female,majority,20-29y,none,middle class,0.531023311,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,0,3,2,FALSE
651533,40-64,female,majority,20-29y,none,working class,0.462958707,TRUE,before 2015,TRUE,TRUE,21217,13000,sedan,3,0,1,TRUE
173148,26-39,female,majority,10-19y,university,middle class,0.583392341,FALSE,before 2015,FALSE,FALSE,10238,15000,sedan,0,2,1,FALSE
699342,65+,male,majority,0-9y,university,upper class,0.518792201,TRUE,before 2015,TRUE,TRUE,10238,,sedan,0,0,0,FALSE
475662,40-64,female,majority,10-19y,university,upper class,0.600084279,FALSE,before 2015,TRUE,TRUE,10238,13000,sports car,1,0,1,FALSE
961235,26-39,female,majority,10-19y,university,middle class,0.582925835,TRUE,before 2015,FALSE,FALSE,10238,12000,sports car,0,0,1,FALSE
255743,65+,male,majority,30y+,high school,middle class,,TRUE,after 2015,FALSE,TRUE,10238,11000,sedan,4,1,8,FALSE
265584,40-64,female,majority,20-29y,high school,upper class,0.623114484,FALSE,before 2015,TRUE,TRUE,10238,10000,sedan,1,0,0,FALSE
855349,26-39,male,majority,10-19y,high school,middle class,0.753445823,TRUE,before 2015,FALSE,FALSE,32765,12000,sedan,4,0,1,FALSE
901924,26-39,female,minority,10-19y,university,upper class,,TRUE,before 2015,FALSE,TRUE,10238,14000,sedan,0,0,0,FALSE
769911,26-39,male,majority,10-19y,high school,working class,0.311018862,FALSE,before 2015,TRUE,TRUE,10238,10000,sedan,1,0,1,FALSE
757194,40-64,female,minority,0-9y,university,upper class,0.517201817,TRUE,after 2015,TRUE,TRUE,32765,6000,sedan,0,0,0,FALSE
883171,26-39,female,minority,0-9y,high school,poverty,0.435175663,TRUE,before 2015,FALSE,FALSE,10238,15000,sports car,0,0,0,TRUE
762763,65+,female,majority,0-9y,high school,upper class,0.819134842,TRUE,before 2015,TRUE,TRUE,92101,11000,sedan,0,0,0,FALSE
10200,40-64,male,majority,20-29y,university,upper class,0.522450503,FALSE,before 2015,TRUE,FALSE,10238,9000,sedan,2,0,6,FALSE
123883,16-25,male,majority,0-9y,high school,working class,0.468758514,TRUE,before 2015,FALSE,FALSE,92101,14000,sedan,0,0,0,TRUE
992984,16-25,male,minority,0-9y,none,poverty,0.286991307,FALSE,before 2015,FALSE,TRUE,10238,13000,sedan,0,0,0,TRUE
525671,26-39,male,majority,10-19y,university,upper class,0.655961613,TRUE,after 2015,TRUE,TRUE,32765,7000,sedan,2,1,1,FALSE
331467,26-39,male,majority,0-9y,none,poverty,0.298678278,FALSE,before 2015,FALSE,FALSE,10238,16000,sedan,0,0,0,TRUE
348410,26-39,male,majority,10-19y,university,middle class,0.53105011,TRUE,after 2015,FALSE,TRUE,10238,15000,sedan,2,0,0,FALSE
493739,65+,male,majority,10-19y,university,upper class,0.499660138,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,2,0,6,FALSE
297223,40-64,male,majority,20-29y,high school,working class,,TRUE,before 2015,FALSE,TRUE,10238,10000,sedan,3,0,4,FALSE
362279,26-39,male,minority,10-19y,high school,poverty,0.211423885,TRUE,before 2015,TRUE,TRUE,10238,8000,sedan,0,0,0,FALSE
731162,26-39,male,majority,10-19y,university,middle class,0.298306218,TRUE,after 2015,FALSE,TRUE,10238,11000,sedan,1,0,0,FALSE
365704,26-39,male,majority,10-19y,university,working class,0.442933194,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,1,0,3,FALSE
406897,16-25,female,majority,0-9y,none,poverty,0.253683233,TRUE,before 2015,FALSE,FALSE,10238,14000,sedan,0,0,0,TRUE
541163,16-25,male,majority,0-9y,high school,working class,0.308974269,TRUE,before 2015,FALSE,FALSE,32765,11000,sedan,0,0,0,TRUE
69241,26-39,male,majority,0-9y,university,upper class,0.658849827,TRUE,before 2015,TRUE,TRUE,10238,9000,sedan,0,0,0,TRUE
984163,40-64,male,majority,20-29y,university,upper class,0.806495936,FALSE,after 2015,TRUE,TRUE,21217,14000,sedan,2,0,0,TRUE
414015,26-39,male,majority,10-19y,university,upper class,0.613117459,TRUE,before 2015,FALSE,FALSE,21217,12000,sports car,1,0,0,TRUE
440633,40-64,female,majority,20-29y,high school,middle class,0.599127599,TRUE,before 2015,TRUE,TRUE,10238,11000,sedan,2,0,1,FALSE
949958,16-25,female,majority,0-9y,none,poverty,0.45162695,FALSE,before 2015,FALSE,FALSE,10238,16000,sedan,0,0,0,TRUE
593282,16-25,female,majority,0-9y,university,middle class,,FALSE,before 2015,FALSE,FALSE,10238,17000,sedan,0,0,0,TRUE
310616,65+,female,majority,10-19y,high school,upper class,0.441929964,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,0,0,0,FALSE
927587,40-64,male,majority,10-19y,university,middle class,,TRUE,after 2015,FALSE,TRUE,10238,12000,sedan,2,0,2,FALSE
917153,16-25,male,majority,0-9y,none,poverty,0.266760216,FALSE,before 2015,FALSE,FALSE,10238,16000,sedan,0,0,0,TRUE
47113,65+,female,majority,30y+,university,upper class,0.607318989,FALSE,before 2015,TRUE,TRUE,10238,17000,sedan,2,0,2,FALSE
614012,40-64,male,majority,10-19y,university,upper class,0.535045899,TRUE,before 2015,TRUE,TRUE,10238,8000,sedan,1,2,4,FALSE
103722,40-64,female,majority,20-29y,high school,middle class,0.575094736,TRUE,before 2015,TRUE,TRUE,10238,,sedan,0,0,2,FALSE
192230,65+,female,majority,0-9y,high school,upper class,,TRUE,before 2015,FALSE,TRUE,10238,12000,sedan,0,0,0,TRUE
622701,40-64,female,majority,0-9y,none,working class,0.518347811,FALSE,after 2015,FALSE,TRUE,10238,12000,sedan,0,0,0,TRUE
893682,26-39,male,majority,10-19y,university,middle class,0.685265206,TRUE,before 2015,FALSE,TRUE,10238,17000,sedan,1,0,0,FALSE
25547,16-25,female,majority,0-9y,none,poverty,0.341275583,FALSE,before 2015,FALSE,TRUE,32765,12000,sedan,0,0,0,TRUE
184319,16-25,male,majority,0-9y,university,middle class,0.518727949,TRUE,before 2015,FALSE,TRUE,92101,14000,sedan,0,0,0,TRUE
768080,26-39,male,majority,10-19y,university,middle class,0.203667376,TRUE,after 2015,FALSE,TRUE,10238,13000,sedan,0,0,2,FALSE
520811,16-25,female,majority,0-9y,none,poverty,0.524061287,FALSE,before 2015,FALSE,FALSE,32765,15000,sports car,0,0,0,TRUE
736894,16-25,female,majority,0-9y,none,poverty,0.485936066,FALSE,before 2015,FALSE,TRUE,10238,11000,sedan,0,0,0,TRUE
431213,26-39,female,minority,10-19y,high school,upper class,0.681970124,TRUE,after 2015,TRUE,FALSE,32765,12000,sedan,0,0,1,FALSE
856448,65+,female,majority,30y+,high school,upper class,0.515614909,TRUE,before 2015,TRUE,TRUE,10238,,sedan,1,0,6,FALSE
250947,26-39,female,majority,10-19y,high school,middle class,0.54676108,TRUE,after 2015,FALSE,TRUE,10238,16000,sedan,0,0,1,FALSE
264604,26-39,male,majority,10-19y,none,middle class,0.618000137,TRUE,before 2015,FALSE,FALSE,10238,15000,sedan,0,0,0,FALSE
142365,26-39,male,majority,10-19y,high school,middle class,0.360401324,TRUE,before 2015,TRUE,TRUE,10238,7000,sedan,0,0,0,FALSE
252151,40-64,male,minority,0-9y,high school,upper class,0.550966271,TRUE,before 2015,TRUE,FALSE,21217,15000,sedan,0,0,0,TRUE
118207,65+,male,majority,30y+,university,upper class,,TRUE,after 2015,TRUE,TRUE,10238,12000,sedan,8,1,1,FALSE
30051,40-64,male,majority,20-29y,university,upper class,0.630206206,TRUE,after 2015,TRUE,TRUE,10238,12000,sedan,3,0,3,FALSE
572525,65+,male,majority,30y+,high school,middle class,0.695282004,TRUE,before 2015,FALSE,TRUE,10238,12000,sedan,10,1,5,FALSE
776955,26-39,female,majority,10-19y,high school,middle class,,FALSE,before 2015,TRUE,TRUE,10238,16000,sedan,0,0,0,FALSE
797155,26-39,female,majority,10-19y,high school,poverty,0.312220533,TRUE,before 2015,FALSE,FALSE,10238,15000,sedan,0,1,1,FALSE
317561,65+,male,majority,30y+,university,upper class,0.562488478,TRUE,before 2015,TRUE,TRUE,32765,6000,sedan,17,2,2,FALSE
929121,40-64,female,majority,20-29y,university,upper class,0.548740162,TRUE,after 2015,FALSE,TRUE,10238,12000,sedan,2,0,0,FALSE
869489,40-64,female,majority,10-19y,university,upper class,0.664611264,TRUE,before 2015,FALSE,TRUE,10238,12000,sedan,0,0,0,FALSE
957766,40-64,female,majority,20-29y,university,middle class,0.549400243,TRUE,before 2015,TRUE,TRUE,10238,8000,sports car,0,0,1,FALSE
290927,65+,female,majority,30y+,university,upper class,0.708529501,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,1,0,4,FALSE
930316,26-39,male,majority,10-19y,high school,middle class,0.461085066,TRUE,before 2015,FALSE,FALSE,32765,12000,sedan,0,0,0,FALSE
737825,40-64,male,majority,10-19y,university,upper class,0.551106465,FALSE,before 2015,TRUE,TRUE,10238,9000,sedan,1,0,3,FALSE
558222,26-39,female,majority,10-19y,none,poverty,0.417153194,FALSE,before 2015,TRUE,FALSE,10238,11000,sedan,0,0,0,TRUE
676411,65+,female,majority,30y+,high school,upper class,0.704866021,TRUE,before 2015,TRUE,TRUE,32765,10000,sedan,3,0,1,FALSE
414748,26-39,male,majority,10-19y,none,poverty,0.388804235,FALSE,before 2015,TRUE,FALSE,10238,13000,sedan,0,0,1,TRUE
799058,16-25,female,majority,0-9y,high school,working class,0.255281398,FALSE,before 2015,FALSE,TRUE,10238,10000,sedan,0,0,0,TRUE
478043,26-39,female,minority,0-9y,high school,upper class,0.653665543,TRUE,before 2015,TRUE,FALSE,32765,11000,sedan,0,0,0,TRUE
563923,16-25,female,majority,0-9y,high school,poverty,0.219474432,FALSE,before 2015,TRUE,FALSE,10238,15000,sedan,0,0,0,FALSE
145590,65+,male,majority,30y+,university,upper class,0.576985112,TRUE,after 2015,TRUE,TRUE,10238,11000,sedan,2,0,3,FALSE
989895,40-64,male,majority,20-29y,none,middle class,0.414556141,FALSE,before 2015,TRUE,TRUE,10238,11000,sedan,1,1,3,FALSE
757274,65+,male,minority,30y+,university,upper class,0.546303399,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,3,1,2,FALSE
822944,40-64,female,majority,20-29y,high school,upper class,0.563542965,TRUE,after 2015,TRUE,TRUE,32765,6000,sedan,1,0,2,FALSE
57811,65+,female,majority,30y+,none,working class,0.260393119,FALSE,after 2015,TRUE,TRUE,10238,12000,sedan,0,3,1,FALSE
509652,65+,male,majority,30y+,university,upper class,0.613508039,TRUE,after 2015,TRUE,TRUE,10238,11000,sedan,5,1,2,FALSE
342723,40-64,male,majority,20-29y,high school,upper class,0.524948463,TRUE,before 2015,FALSE,FALSE,10238,20000,sports car,1,0,1,FALSE
697174,26-39,male,majority,10-19y,university,middle class,0.428874855,TRUE,before 2015,TRUE,FALSE,10238,13000,sedan,0,0,0,FALSE
89556,40-64,male,majority,20-29y,high school,upper class,0.730473707,FALSE,before 2015,TRUE,TRUE,10238,9000,sedan,3,0,5,FALSE
179958,26-39,male,majority,10-19y,university,upper class,,TRUE,before 2015,TRUE,TRUE,10238,11000,sedan,1,0,0,FALSE
792349,65+,female,majority,20-29y,university,upper class,,TRUE,before 2015,TRUE,TRUE,32765,7000,sedan,4,1,1,FALSE
835584,26-39,female,majority,10-19y,high school,poverty,0.429730579,FALSE,before 2015,FALSE,FALSE,10238,17000,sedan,0,0,0,FALSE
628311,26-39,male,majority,10-19y,high school,poverty,,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,2,0,0,FALSE
980138,65+,female,majority,20-29y,university,upper class,0.686709447,TRUE,before 2015,TRUE,TRUE,32765,7000,sedan,3,1,1,FALSE
265151,65+,female,minority,30y+,none,middle class,0.357367405,TRUE,after 2015,FALSE,FALSE,10238,14000,sedan,2,0,1,FALSE
981118,16-25,female,majority,0-9y,high school,poverty,0.397996905,FALSE,before 2015,FALSE,TRUE,92101,10000,sedan,0,0,0,TRUE
71802,40-64,male,majority,0-9y,university,upper class,0.49926109,TRUE,before 2015,TRUE,TRUE,10238,9000,sports car,0,0,0,FALSE
18985,40-64,male,majority,20-29y,high school,working class,0.353037466,FALSE,before 2015,FALSE,TRUE,10238,14000,sedan,0,0,2,FALSE
943745,40-64,female,majority,10-19y,none,working class,0.511224054,FALSE,before 2015,FALSE,TRUE,10238,,sports car,0,0,0,TRUE
192473,65+,female,majority,30y+,university,upper class,0.674526562,TRUE,after 2015,TRUE,TRUE,32765,10000,sedan,6,2,1,FALSE
624420,65+,female,majority,0-9y,university,upper class,0.72125087,TRUE,after 2015,TRUE,FALSE,32765,,sedan,0,0,0,FALSE
630765,26-39,male,majority,10-19y,none,middle class,0.504609811,FALSE,before 2015,FALSE,TRUE,10238,8000,sedan,2,0,4,FALSE
551055,65+,male,majority,0-9y,university,upper class,0.554080404,TRUE,after 2015,FALSE,TRUE,10238,14000,sedan,0,0,0,FALSE
802517,40-64,female,majority,20-29y,none,poverty,0.495243771,FALSE,before 2015,FALSE,TRUE,10238,16000,sedan,1,0,0,FALSE
21811,26-39,male,majority,0-9y,none,poverty,0.253698145,FALSE,before 2015,TRUE,TRUE,10238,8000,sedan,0,0,0,TRUE
112200,65+,female,majority,30y+,none,middle class,0.378504877,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,4,2,2,FALSE
345853,26-39,male,majority,10-19y,none,working class,0.468718342,FALSE,after 2015,TRUE,FALSE,10238,,sedan,1,0,1,FALSE
153846,26-39,male,minority,10-19y,university,upper class,0.628188702,FALSE,before 2015,FALSE,TRUE,10238,11000,sedan,1,0,0,FALSE
945619,26-39,female,majority,10-19y,high school,middle class,0.694388556,FALSE,after 2015,TRUE,TRUE,10238,10000,sedan,2,0,1,FALSE
865814,40-64,male,majority,0-9y,high school,upper class,0.628767672,TRUE,after 2015,FALSE,TRUE,10238,17000,sedan,0,0,0,FALSE
460575,40-64,female,majority,20-29y,university,upper class,0.634988217,TRUE,before 2015,FALSE,TRUE,10238,12000,sports car,0,0,0,FALSE
380265,26-39,female,majority,0-9y,high school,working class,,TRUE,before 2015,FALSE,FALSE,10238,12000,sedan,0,0,0,FALSE
381865,26-39,male,majority,10-19y,university,middle class,0.634106982,FALSE,after 2015,FALSE,FALSE,32765,15000,sports car,4,0,2,TRUE
240493,26-39,male,majority,10-19y,none,working class,0.383308665,FALSE,before 2015,FALSE,TRUE,10238,9000,sedan,1,0,3,FALSE
778864,65+,female,minority,0-9y,university,upper class,0.389589643,TRUE,after 2015,FALSE,TRUE,10238,,sedan,0,0,0,FALSE
316532,16-25,male,majority,0-9y,high school,poverty,0.321135186,FALSE,before 2015,FALSE,TRUE,32765,11000,sedan,0,0,0,TRUE
757729,65+,female,majority,20-29y,university,upper class,0.729360937,TRUE,after 2015,TRUE,TRUE,32765,7000,sedan,2,0,1,FALSE
123802,40-64,male,minority,0-9y,high school,middle class,0.64889519,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,0,0,0,TRUE
286,16-25,male,minority,0-9y,university,poverty,0.276235006,FALSE,before 2015,FALSE,TRUE,10238,13000,sedan,0,0,0,TRUE
34790,16-25,female,majority,0-9y,none,poverty,0.188239943,TRUE,before 2015,FALSE,TRUE,10238,14000,sedan,0,0,0,TRUE
578035,40-64,female,majority,20-29y,high school,upper class,0.621120678,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,1,1,2,FALSE
431488,26-39,female,minority,10-19y,university,upper class,0.445514742,TRUE,before 2015,TRUE,TRUE,10238,13000,sedan,1,0,1,FALSE
791566,16-25,male,majority,0-9y,none,poverty,,FALSE,before 2015,FALSE,FALSE,32765,13000,sedan,0,0,0,TRUE
952819,40-64,male,majority,10-19y,none,middle class,0.403579434,TRUE,after 2015,TRUE,TRUE,10238,,sedan,3,0,1,FALSE
993421,26-39,male,minority,10-19y,high school,working class,0.268187245,TRUE,before 2015,FALSE,TRUE,10238,9000,sedan,1,1,4,FALSE
86139,40-64,male,majority,0-9y,high school,upper class,0.508297928,TRUE,before 2015,TRUE,TRUE,92101,11000,sedan,0,0,0,TRUE
224037,65+,female,majority,20-29y,university,upper class,0.656994532,TRUE,after 2015,FALSE,TRUE,32765,10000,sedan,5,2,1,FALSE
752334,16-25,male,minority,0-9y,university,working class,0.464245058,FALSE,before 2015,TRUE,FALSE,10238,14000,sedan,0,0,0,TRUE
728501,65+,male,majority,20-29y,none,upper class,0.639612496,TRUE,before 2015,FALSE,TRUE,32765,13000,sedan,3,1,3,FALSE
965368,65+,female,minority,10-19y,none,upper class,0.710921038,TRUE,after 2015,TRUE,TRUE,10238,11000,sedan,0,0,3,FALSE
845873,65+,female,majority,20-29y,high school,upper class,0.703363621,TRUE,after 2015,FALSE,TRUE,10238,10000,sedan,1,0,0,FALSE
634428,16-25,female,majority,0-9y,high school,poverty,0.25244026,FALSE,after 2015,TRUE,FALSE,10238,14000,sedan,0,0,0,TRUE
796413,16-25,male,majority,0-9y,none,poverty,,TRUE,after 2015,FALSE,TRUE,92101,10000,sedan,0,0,0,TRUE
224498,16-25,female,majority,0-9y,none,poverty,0.458067912,FALSE,before 2015,FALSE,FALSE,10238,17000,sedan,0,0,0,TRUE
970143,65+,male,majority,0-9y,university,upper class,0.660303473,TRUE,after 2015,TRUE,TRUE,10238,,sedan,0,0,0,FALSE
813305,26-39,male,majority,10-19y,high school,middle class,0.544976245,FALSE,before 2015,TRUE,FALSE,10238,12000,sedan,0,0,1,TRUE
311442,16-25,male,majority,0-9y,university,upper class,0.562540801,FALSE,after 2015,TRUE,TRUE,10238,13000,sedan,0,0,0,TRUE
959979,65+,female,majority,0-9y,high school,upper class,0.432379747,TRUE,after 2015,FALSE,FALSE,10238,,sedan,0,0,0,TRUE
631430,26-39,female,majority,10-19y,none,middle class,0.465017641,TRUE,after 2015,FALSE,FALSE,32765,,sedan,1,0,0,FALSE
823223,16-25,male,minority,0-9y,university,middle class,0.665550798,FALSE,before 2015,TRUE,FALSE,32765,6000,sedan,0,0,0,TRUE
595493,40-64,female,majority,0-9y,university,upper class,0.591027059,TRUE,after 2015,TRUE,TRUE,10238,9000,sedan,0,0,0,FALSE
47896,16-25,female,majority,0-9y,high school,working class,0.541654422,TRUE,before 2015,FALSE,TRUE,10238,15000,sedan,0,0,0,TRUE
133368,26-39,male,majority,10-19y,university,middle class,,TRUE,after 2015,TRUE,TRUE,10238,12000,sedan,1,0,1,FALSE
384342,65+,female,majority,20-29y,university,upper class,0.51292362,TRUE,before 2015,TRUE,TRUE,32765,6000,sedan,6,0,0,FALSE
878076,16-25,female,minority,0-9y,none,poverty,0.298815723,FALSE,before 2015,TRUE,TRUE,10238,11000,sedan,0,0,0,TRUE
343971,65+,male,majority,30y+,university,upper class,0.625467394,TRUE,after 2015,TRUE,TRUE,92101,9000,sedan,4,0,2,FALSE
971841,40-64,female,majority,20-29y,university,upper class,0.560250152,TRUE,after 2015,TRUE,TRUE,10238,15000,sedan,1,0,1,FALSE
305028,65+,female,minority,10-19y,university,upper class,0.582205736,TRUE,after 2015,TRUE,TRUE,10238,13000,sedan,0,0,3,FALSE
775336,16-25,male,majority,0-9y,none,poverty,0.315534558,FALSE,before 2015,FALSE,FALSE,10238,12000,sedan,0,0,0,TRUE
147805,26-39,male,majority,0-9y,high school,poverty,0.26727187,FALSE,before 2015,FALSE,TRUE,10238,8000,sedan,0,0,0,TRUE
912569,65+,female,majority,30y+,high school,upper class,0.509802839,TRUE,before 2015,TRUE,TRUE,32765,11000,sedan,2,0,1,FALSE
627852,65+,male,majority,10-19y,high school,upper class,0.58367167,TRUE,after 2015,TRUE,TRUE,10238,13000,sedan,2,0,2,FALSE
892650,65+,male,minority,10-19y,high school,working class,0.222280527,FALSE,after 2015,FALSE,TRUE,10238,16000,sedan,1,0,0,FALSE
381711,26-39,female,majority,0-9y,university,upper class,0.51850657,TRUE,after 2015,FALSE,FALSE,32765,12000,sedan,0,0,0,FALSE
854406,40-64,male,majority,20-29y,university,upper class,0.708576851,TRUE,after 2015,FALSE,TRUE,10238,12000,sedan,3,0,6,FALSE
92951,16-25,male,majority,0-9y,none,poverty,,FALSE,before 2015,FALSE,TRUE,10238,16000,sedan,0,0,0,TRUE
219625,65+,male,majority,20-29y,university,upper class,0.480756645,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,4,0,3,FALSE
321057,40-64,male,majority,20-29y,university,upper class,0.572038975,TRUE,before 2015,TRUE,TRUE,32765,7000,sedan,13,0,1,FALSE
27809,26-39,male,majority,10-19y,university,upper class,0.701106422,TRUE,before 2015,FALSE,FALSE,10238,16000,sedan,0,0,2,TRUE
937771,26-39,male,majority,10-19y,high school,upper class,0.541158338,TRUE,after 2015,FALSE,TRUE,10238,10000,sedan,1,0,2,FALSE
242782,65+,male,majority,0-9y,high school,upper class,0.686206212,TRUE,after 2015,TRUE,TRUE,10238,7000,sedan,0,0,0,FALSE
547164,40-64,female,majority,20-29y,high school,upper class,0.49455464,TRUE,after 2015,FALSE,FALSE,32765,13000,sedan,2,1,0,FALSE
695059,40-64,male,majority,10-19y,university,upper class,0.383588525,TRUE,before 2015,FALSE,TRUE,32765,6000,sedan,7,1,1,FALSE
832759,16-25,female,majority,0-9y,high school,poverty,0.316903716,FALSE,before 2015,FALSE,TRUE,10238,15000,sedan,0,0,0,TRUE
71485,16-25,female,majority,0-9y,none,poverty,0.446115107,FALSE,before 2015,TRUE,FALSE,10238,9000,sedan,0,0,0,FALSE
124660,16-25,female,minority,0-9y,none,working class,0.425519454,FALSE,before 2015,FALSE,TRUE,10238,14000,sedan,0,0,0,TRUE
207087,65+,female,majority,10-19y,university,upper class,0.637563782,TRUE,before 2015,TRUE,TRUE,10238,,sedan,0,0,0,FALSE
315430,40-64,female,majority,0-9y,none,working class,0.470570718,TRUE,before 2015,FALSE,TRUE,10238,12000,sedan,0,0,0,FALSE
40864,40-64,male,majority,0-9y,university,upper class,0.53560414,TRUE,before 2015,TRUE,FALSE,32765,8000,sedan,0,0,0,TRUE
41497,16-25,female,majority,0-9y,university,working class,0.543260116,FALSE,before 2015,FALSE,TRUE,10238,10000,sedan,0,0,0,TRUE
377739,65+,male,majority,20-29y,university,upper class,0.701710321,TRUE,before 2015,TRUE,TRUE,32765,8000,sedan,9,1,3,FALSE
236599,26-39,male,majority,10-19y,high school,middle class,0.589700979,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,0,0,3,FALSE
839497,26-39,male,majority,0-9y,high school,poverty,0.488478707,TRUE,before 2015,FALSE,FALSE,10238,14000,sedan,0,0,0,TRUE
863474,40-64,male,majority,10-19y,university,upper class,0.713373976,FALSE,before 2015,FALSE,FALSE,10238,10000,sedan,4,0,1,FALSE
826015,65+,male,majority,0-9y,high school,upper class,0.69821025,TRUE,after 2015,TRUE,TRUE,10238,14000,sedan,0,0,0,FALSE
403691,26-39,female,majority,10-19y,high school,middle class,0.474478787,TRUE,before 2015,TRUE,TRUE,10238,15000,sedan,1,0,0,FALSE
806638,26-39,female,majority,10-19y,none,middle class,0.592188787,TRUE,after 2015,FALSE,FALSE,10238,15000,sedan,0,0,0,FALSE
953868,65+,female,majority,30y+,university,upper class,0.731143594,TRUE,before 2015,TRUE,FALSE,10238,10000,sedan,4,1,3,FALSE
374528,65+,male,majority,10-19y,university,upper class,,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,0,1,1,FALSE
513085,26-39,male,majority,0-9y,university,middle class,0.486570275,TRUE,before 2015,FALSE,TRUE,10238,12000,sedan,0,0,0,TRUE
23638,40-64,female,majority,10-19y,none,working class,,TRUE,before 2015,TRUE,TRUE,21217,14000,sports car,0,0,2,TRUE
342282,16-25,male,majority,0-9y,university,working class,0.471124316,FALSE,before 2015,FALSE,TRUE,10238,,sedan,0,0,0,TRUE
685698,26-39,female,majority,10-19y,university,upper class,,TRUE,after 2015,TRUE,FALSE,32765,7000,sedan,6,0,1,TRUE
311662,16-25,male,majority,0-9y,none,poverty,0.273095992,FALSE,before 2015,FALSE,TRUE,10238,14000,sedan,0,0,0,TRUE
61471,16-25,female,majority,0-9y,none,working class,0.390777464,TRUE,before 2015,FALSE,TRUE,10238,10000,sedan,0,0,0,TRUE
10486,40-64,male,majority,20-29y,university,upper class,0.573158584,FALSE,after 2015,TRUE,TRUE,32765,9000,sedan,9,0,3,FALSE
674205,16-25,female,minority,0-9y,high school,working class,0.420901363,FALSE,after 2015,FALSE,TRUE,32765,8000,sedan,0,0,0,FALSE
631816,26-39,female,majority,10-19y,high school,middle class,0.670657663,TRUE,after 2015,TRUE,TRUE,32765,10000,sedan,2,0,2,FALSE
902936,65+,female,majority,10-19y,university,upper class,0.767258584,TRUE,after 2015,TRUE,TRUE,10238,12000,sedan,0,0,0,FALSE
905027,65+,male,majority,10-19y,high school,middle class,0.456411986,TRUE,before 2015,TRUE,FALSE,10238,12000,sedan,0,1,2,FALSE
833749,65+,male,majority,30y+,high school,upper class,0.610013083,TRUE,after 2015,FALSE,TRUE,10238,14000,sedan,4,1,2,FALSE
544845,40-64,male,majority,0-9y,university,upper class,0.475655806,FALSE,before 2015,FALSE,TRUE,32765,,sedan,0,0,0,TRUE
311880,16-25,male,majority,0-9y,none,poverty,0.33579697,FALSE,before 2015,FALSE,FALSE,32765,,sedan,0,0,0,TRUE
